step,suceptible_status,infected_status,recovered_status,vaccinated_status
3171,0,586,297,0
3172,0,586,297,0
3173,0,587,296,0
3174,0,587,296,0
3175,0,587,296,0
3176,0,587,296,0
3177,0,588,294,0
3178,0,588,294,0
3179,0,586,296,0
3180,0,586,296,0
3181,0,583,299,0
3182,0,583,299,0
3183,0,583,299,0
3184,0,583,299,0
3185,0,583,299,0
3186,0,584,298,0
3187,0,584,298,0
3188,0,584,298,0
3189,0,585,297,0
3190,0,587,295,0
3191,0,587,295,0
3192,0,585,297,0
3193,0,584,298,0
3194,0,582,300,0
3195,0,582,300,0
3196,0,580,302,0
3197,0,580,302,0
3198,0,577,305,0
3199,0,577,305,0
3200,0,576,306,0
3201,0,577,305,0
3202,0,576,306,0
3203,0,577,305,0
3204,0,576,306,0
3205,0,578,304,0
3206,0,577,305,0
3207,0,578,304,0
3208,0,579,303,0
3209,0,579,303,0
3210,0,579,303,0
3211,0,580,302,0
3212,0,580,302,0
3213,0,580,302,0
3214,0,578,304,0
3215,0,579,303,0
3216,0,577,305,0
3217,0,578,304,0
3218,0,577,305,0
3219,0,576,306,0
3220,0,576,306,0
3221,0,575,306,0
3222,0,577,304,0
3223,0,577,303,0
3224,0,577,303,0
3225,0,577,303,0
3226,0,577,303,0
3227,0,577,303,0
3228,0,575,305,0
3229,0,576,304,0
3230,0,578,302,0
3231,0,576,304,0
3232,0,575,305,0
3233,0,575,305,0
3234,0,575,305,0
3235,0,575,305,0
3236,0,576,304,0
3237,0,574,306,0
3238,0,573,307,0
3239,0,574,306,0
3240,0,574,306,0
3241,0,574,306,0
3242,0,574,306,0
3243,0,572,308,0
3244,0,574,306,0
3245,0,575,305,0
3246,0,575,305,0
3247,0,575,305,0
3248,0,575,305,0
3249,0,574,306,0
3250,0,574,306,0
3251,0,574,306,0
3252,0,573,307,0
3253,0,571,309,0
3254,0,571,309,0
3255,0,571,309,0
3256,0,570,310,0
3257,0,570,310,0
3258,0,571,309,0
3259,0,572,308,0
3260,0,571,309,0
3261,0,570,310,0
3262,0,570,310,0
3263,0,572,308,0
3264,0,571,309,0
3265,0,571,309,0
3266,0,571,309,0
3267,0,569,311,0
3268,0,569,311,0
3269,0,569,311,0
3270,0,569,311,0
3271,0,568,312,0
3272,0,570,310,0
3273,0,569,311,0
3274,0,572,308,0
3275,0,572,308,0
3276,0,570,310,0
3277,0,571,309,0
3278,0,572,308,0
3279,0,571,309,0
3280,0,572,308,0
3281,0,571,309,0
3282,0,570,310,0
3283,0,570,310,0
3284,0,570,310,0
3285,0,571,309,0
3286,0,572,308,0
3287,0,570,309,0
3288,0,570,309,0
3289,0,570,309,0
3290,0,574,305,0
3291,0,577,302,0
3292,0,577,302,0
3293,0,575,304,0
3294,0,574,305,0
3295,0,571,307,0
3296,0,573,305,0
3297,0,573,305,0
3298,0,575,303,0
3299,0,574,304,0
3300,0,577,301,0
3301,0,577,301,0
3302,0,578,300,0
3303,0,578,300,0
3304,0,579,299,0
3305,0,581,297,0
3306,0,583,295,0
3307,0,584,294,0
3308,0,583,295,0
3309,0,583,295,0
3310,0,582,296,0
3311,0,582,296,0
3312,0,583,295,0
3313,0,581,297,0
3314,0,581,297,0
3315,0,581,297,0
3316,0,581,297,0
3317,0,582,296,0
3318,0,583,295,0
3319,0,583,295,0
3320,0,583,295,0
3321,0,583,295,0
3322,0,584,294,0
3323,0,584,293,0
3324,0,585,292,0
3325,0,586,291,0
3326,0,587,290,0
3327,0,586,290,0
3328,0,585,291,0
3329,0,585,291,0
3330,0,582,294,0
3331,0,582,294,0
3332,0,583,293,0
3333,0,582,293,0
3334,0,581,294,0
3335,0,581,294,0
3336,0,582,293,0
3337,0,580,295,0
3338,0,578,297,0
3339,0,580,295,0
3340,0,581,294,0
3341,0,581,294,0
3342,0,580,295,0
3343,0,580,295,0
3344,0,581,294,0
3345,0,580,295,0
3346,0,580,295,0
3347,0,579,296,0
3348,0,577,298,0
3349,0,577,298,0
3350,0,576,299,0
3351,0,575,300,0
3352,0,574,301,0
3353,0,575,300,0
3354,0,577,298,0
3355,0,577,298,0
3356,0,575,300,0
3357,0,574,301,0
3358,0,574,301,0
3359,0,573,302,0
3360,0,573,302,0
3361,0,572,303,0
3362,0,571,304,0
3363,0,572,303,0
3364,0,572,303,0
3365,0,574,301,0
3366,0,574,301,0
3367,0,575,300,0
3368,0,576,299,0
3369,0,576,299,0
3370,0,576,299,0
3371,0,574,301,0
3372,0,573,302,0
3373,0,573,302,0
3374,0,576,299,0
3375,0,575,300,0
3376,0,575,300,0
3377,0,575,300,0
3378,0,575,300,0
3379,0,575,300,0
3380,0,576,299,0
3381,0,576,299,0
3382,0,579,296,0
3383,0,580,295,0
3384,0,581,294,0
3385,0,578,296,0
3386,0,578,296,0
3387,0,580,294,0
3388,0,580,294,0
3389,0,580,294,0
3390,0,579,295,0
3391,0,581,293,0
3392,0,582,292,0
3393,0,585,289,0
3394,0,587,287,0
3395,0,585,289,0
3396,0,583,291,0
3397,0,583,291,0
3398,0,582,292,0
3399,0,582,292,0
3400,0,581,293,0
3401,0,580,294,0
3402,0,579,295,0
3403,0,578,296,0
3404,0,579,295,0
3405,0,579,295,0
3406,0,578,296,0
3407,0,578,296,0
3408,0,576,298,0
3409,0,577,297,0
3410,0,576,298,0
3411,0,578,296,0
3412,0,579,295,0
3413,0,578,296,0
3414,0,578,296,0
3415,0,577,297,0
3416,0,575,299,0
3417,0,574,300,0
3418,0,572,302,0
3419,0,573,301,0
3420,0,572,302,0
3421,0,572,302,0
3422,0,572,302,0
3423,0,572,302,0
3424,0,571,303,0
3425,0,569,305,0
3426,0,568,306,0
3427,0,569,305,0
3428,0,569,305,0
3429,0,571,303,0
3430,0,571,303,0
3431,0,572,302,0
3432,0,571,303,0
3433,0,570,304,0
3434,0,570,304,0
3435,0,570,304,0
3436,0,572,302,0
3437,0,573,301,0
3438,0,573,301,0
3439,0,572,302,0
3440,0,572,302,0
3441,0,570,304,0
3442,0,569,305,0
3443,0,566,308,0
3444,0,566,308,0
3445,0,567,307,0
3446,0,567,307,0
3447,0,567,306,0
3448,0,568,305,0
3449,0,567,306,0
3450,0,568,305,0
3451,0,571,302,0
3452,0,572,301,0
3453,0,572,301,0
3454,0,572,301,0
3455,0,572,301,0
3456,0,573,300,0
3457,0,575,298,0
3458,0,575,298,0
3459,0,575,298,0
3460,0,576,297,0
3461,0,576,297,0
3462,0,577,296,0
3463,0,578,295,0
3464,0,577,296,0
3465,0,577,296,0
3466,0,578,295,0
3467,0,579,294,0
3468,0,578,294,0
3469,0,578,294,0
3470,0,579,293,0
3471,0,578,294,0
3472,0,577,295,0
3473,0,577,295,0
3474,0,579,292,0
3475,0,579,292,0
3476,0,579,292,0
3477,0,577,294,0
3478,0,576,295,0
3479,0,574,297,0
3480,0,575,296,0
3481,0,577,294,0
3482,0,577,294,0
3483,0,578,293,0
3484,0,577,294,0
3485,0,576,295,0
3486,0,576,295,0
3487,0,576,295,0
3488,0,576,295,0
3489,0,576,295,0
3490,0,577,294,0
3491,0,576,295,0
3492,0,578,293,0
3493,0,578,293,0
3494,0,576,295,0
3495,0,573,298,0
3496,0,574,297,0
3497,0,574,297,0
3498,0,575,296,0
3499,0,575,296,0
3500,0,574,297,0
3501,0,574,297,0
3502,0,574,297,0
3503,0,575,296,0
3504,0,574,296,0
3505,0,574,296,0
3506,0,574,296,0
3507,0,575,295,0
3508,0,574,296,0
3509,0,576,294,0
3510,0,575,295,0
3511,0,571,298,0
3512,0,570,299,0
3513,0,568,301,0
3514,0,568,301,0
3515,0,568,301,0
3516,0,568,300,0
3517,0,568,300,0
3518,0,570,298,0
3519,0,570,298,0
3520,0,569,299,0
3521,0,570,298,0
3522,0,571,297,0
3523,0,569,298,0
3524,0,569,298,0
3525,0,568,299,0
3526,0,569,298,0
3527,0,570,297,0
3528,0,572,295,0
3529,0,571,296,0
3530,0,571,296,0
3531,0,570,297,0
3532,0,570,297,0
3533,0,570,297,0
3534,0,570,297,0
3535,0,571,296,0
3536,0,570,297,0
3537,0,570,297,0
3538,0,571,296,0
3539,0,569,298,0
3540,0,569,298,0
3541,0,570,297,0
3542,0,569,298,0
3543,0,567,300,0
3544,0,568,299,0
3545,0,569,298,0
3546,0,569,298,0
3547,0,570,297,0
3548,0,569,298,0
3549,0,569,298,0
3550,0,572,295,0
3551,0,570,297,0
3552,0,568,299,0
3553,0,568,299,0
3554,0,565,302,0
3555,0,565,302,0
3556,0,565,302,0
3557,0,563,304,0
3558,0,564,303,0
3559,0,563,304,0
3560,0,561,306,0
3561,0,560,307,0
3562,0,559,308,0
3563,0,557,310,0
3564,0,556,311,0
3565,0,556,311,0
3566,0,557,310,0
3567,0,558,309,0
3568,0,558,309,0
3569,0,559,308,0
3570,0,561,306,0
3571,0,560,307,0
3572,0,560,307,0
3573,0,559,307,0
3574,0,558,308,0
3575,0,560,306,0
3576,0,561,305,0
3577,0,559,307,0
3578,0,559,307,0
3579,0,560,306,0
3580,0,561,305,0
3581,0,561,305,0
3582,0,561,305,0
3583,0,561,305,0
3584,0,562,304,0
3585,0,562,304,0
3586,0,562,304,0
3587,0,562,304,0
3588,0,561,305,0
3589,0,559,307,0
3590,0,559,307,0
3591,0,554,312,0
3592,0,553,313,0
3593,0,553,313,0
3594,0,552,314,0
3595,0,553,313,0
3596,0,553,313,0
3597,0,553,313,0
3598,0,552,314,0
3599,0,551,315,0
3600,0,552,314,0
3601,0,553,313,0
3602,0,552,314,0
3603,0,552,314,0
3604,0,551,315,0
3605,0,552,314,0
3606,0,553,313,0
3607,0,554,312,0
3608,0,552,314,0
3609,0,553,313,0
3610,0,551,315,0
3611,0,550,316,0
3612,0,546,320,0
3613,0,548,318,0
3614,0,548,318,0
3615,0,549,317,0
3616,0,551,315,0
3617,0,550,316,0
3618,0,550,316,0
3619,0,547,318,0
3620,0,549,316,0
3621,0,548,317,0
3622,0,548,317,0
3623,0,548,317,0
3624,0,549,316,0
3625,0,548,317,0
3626,0,548,317,0
3627,0,547,318,0
3628,0,546,319,0
3629,0,545,320,0
3630,0,544,321,0
3631,0,545,320,0
3632,0,543,321,0
3633,0,543,321,0
3634,0,542,322,0
3635,0,542,322,0
3636,0,542,322,0
3637,0,541,323,0
3638,0,541,323,0
3639,0,540,324,0
3640,0,539,325,0
3641,0,538,326,0
3642,0,534,329,0
3643,0,534,329,0
3644,0,534,329,0
3645,0,534,329,0
3646,0,534,329,0
3647,0,536,327,0
3648,0,535,328,0
3649,0,535,328,0
3650,0,536,327,0
3651,0,534,329,0
3652,0,535,328,0
3653,0,533,330,0
3654,0,532,331,0
3655,0,533,330,0
3656,0,532,331,0
3657,0,532,331,0
3658,0,532,331,0
3659,0,532,331,0
3660,0,531,332,0
3661,0,532,331,0
3662,0,532,331,0
3663,0,534,329,0
3664,0,536,327,0
3665,0,536,327,0
3666,0,535,328,0
3667,0,535,328,0
3668,0,537,326,0
3669,0,537,326,0
3670,0,536,327,0
3671,0,538,325,0
3672,0,537,326,0
3673,0,537,326,0
3674,0,538,325,0
3675,0,537,326,0
3676,0,537,326,0
3677,0,538,325,0
3678,0,539,324,0
3679,0,541,322,0
3680,0,541,322,0
3681,0,542,321,0
3682,0,543,320,0
3683,0,541,322,0
3684,0,543,320,0
3685,0,543,320,0
3686,0,544,319,0
3687,0,543,320,0
3688,0,544,319,0
3689,0,543,320,0
3690,0,543,320,0
3691,0,543,320,0
3692,0,542,321,0
3693,0,542,321,0
3694,0,543,320,0
3695,0,542,321,0
3696,0,539,324,0
3697,0,540,323,0
3698,0,541,322,0
3699,0,540,323,0
3700,0,540,323,0
3701,0,541,322,0
3702,0,546,317,0
3703,0,545,318,0
3704,0,545,318,0
3705,0,545,318,0
3706,0,546,317,0
3707,0,546,317,0
3708,0,546,317,0
3709,0,547,316,0
3710,0,547,316,0
3711,0,548,315,0
3712,0,549,314,0
3713,0,548,314,0
3714,0,549,313,0
3715,0,547,315,0
3716,0,545,317,0
3717,0,546,316,0
3718,0,545,317,0
3719,0,543,319,0
3720,0,545,317,0
3721,0,545,317,0
3722,0,545,317,0
3723,0,545,317,0
3724,0,544,318,0
3725,0,546,316,0
3726,0,546,316,0
3727,0,546,316,0
3728,0,546,316,0
3729,0,547,315,0
3730,0,547,315,0
3731,0,545,315,0
3732,0,544,316,0
3733,0,544,316,0
3734,0,542,318,0
3735,0,541,319,0
3736,0,540,320,0
3737,0,540,320,0
3738,0,539,321,0
3739,0,543,317,0
3740,0,544,316,0
3741,0,544,316,0
3742,0,545,315,0
3743,0,546,314,0
3744,0,546,314,0
3745,0,546,314,0
3746,0,546,314,0
3747,0,548,312,0
3748,0,548,312,0
3749,0,547,313,0
3750,0,547,313,0
3751,0,547,313,0
3752,0,548,312,0
3753,0,547,313,0
3754,0,546,314,0
3755,0,544,316,0
3756,0,544,316,0
3757,0,548,312,0
3758,0,548,312,0
3759,0,548,312,0
3760,0,547,313,0
3761,0,549,311,0
3762,0,548,312,0
3763,0,549,311,0
3764,0,550,310,0
3765,0,550,310,0
3766,0,551,309,0
3767,0,552,308,0
3768,0,552,308,0
3769,0,552,308,0
3770,0,554,306,0
3771,0,555,305,0
3772,0,555,305,0
3773,0,556,304,0
3774,0,556,304,0
3775,0,556,304,0
3776,0,556,304,0
3777,0,557,303,0
3778,0,557,303,0
3779,0,556,304,0
3780,0,555,305,0
3781,0,553,307,0
3782,0,553,307,0
3783,0,553,307,0
3784,0,550,310,0
3785,0,553,307,0
3786,0,552,308,0
3787,0,551,309,0
3788,0,550,310,0
3789,0,551,309,0
3790,0,551,308,0
3791,0,551,308,0
3792,0,549,310,0
3793,0,548,311,0
3794,0,549,310,0
3795,0,549,310,0
3796,0,549,310,0
3797,0,547,312,0
3798,0,549,310,0
3799,0,549,310,0
3800,0,549,310,0
3801,0,548,311,0
3802,0,549,310,0
3803,0,551,308,0
3804,0,550,309,0
3805,0,550,309,0
3806,0,550,309,0
3807,0,551,308,0
3808,0,550,309,0
3809,0,549,310,0
3810,0,551,308,0
3811,0,552,307,0
3812,0,551,308,0
3813,0,549,310,0
3814,0,550,309,0
3815,0,550,309,0
3816,0,552,307,0
3817,0,551,308,0
3818,0,550,309,0
3819,0,550,309,0
3820,0,551,308,0
3821,0,551,308,0
3822,0,551,308,0
3823,0,550,309,0
3824,0,550,309,0
3825,0,549,310,0
3826,0,549,310,0
3827,0,548,311,0
3828,0,548,311,0
3829,0,549,310,0
3830,0,548,311,0
3831,0,549,310,0
3832,0,549,310,0
3833,0,551,308,0
3834,0,552,307,0
3835,0,551,308,0
3836,0,553,306,0
3837,0,553,306,0
3838,0,553,306,0
3839,0,552,307,0
3840,0,553,306,0
3841,0,554,305,0
3842,0,556,303,0
3843,0,558,301,0
3844,0,557,302,0
3845,0,557,302,0
3846,0,557,302,0
3847,0,556,303,0
3848,0,557,302,0
3849,0,557,302,0
3850,0,555,304,0
3851,0,555,304,0
3852,0,556,303,0
3853,0,556,303,0
3854,0,556,303,0
3855,0,555,304,0
3856,0,558,301,0
3857,0,554,305,0
3858,0,557,302,0
3859,0,558,301,0
3860,0,558,301,0
3861,0,556,302,0
3862,0,557,301,0
3863,0,558,300,0
3864,0,557,301,0
3865,0,558,300,0
3866,0,559,299,0
3867,0,559,299,0
3868,0,559,299,0
3869,0,559,299,0
3870,0,557,301,0
3871,0,558,300,0
3872,0,558,300,0
3873,0,559,299,0
3874,0,557,300,0
3875,0,560,297,0
3876,0,562,295,0
3877,0,562,295,0
3878,0,562,295,0
3879,0,562,295,0
3880,0,564,293,0
3881,0,564,293,0
3882,0,565,292,0
3883,0,564,293,0
3884,0,564,293,0
3885,0,564,293,0
3886,0,565,292,0
3887,0,563,294,0
3888,0,562,295,0
3889,0,563,294,0
3890,0,563,294,0
3891,0,563,294,0
3892,0,562,295,0
3893,0,561,295,0
3894,0,561,295,0
3895,0,561,295,0
3896,0,564,292,0
3897,0,562,294,0
3898,0,566,290,0
3899,0,565,291,0
3900,0,566,290,0
3901,0,567,289,0
3902,0,568,288,0
3903,0,567,289,0
3904,0,566,290,0
3905,0,565,291,0
3906,0,564,292,0
3907,0,563,293,0
3908,0,563,293,0
3909,0,562,294,0
3910,0,561,295,0
3911,0,560,296,0
3912,0,561,295,0
3913,0,562,294,0
3914,0,562,294,0
3915,0,561,295,0
3916,0,561,295,0
3917,0,563,293,0
3918,0,563,293,0
3919,0,563,293,0
3920,0,565,291,0
3921,0,564,292,0
3922,0,564,292,0
3923,0,563,293,0
3924,0,564,292,0
3925,0,564,292,0
3926,0,563,293,0
3927,0,562,294,0
3928,0,561,295,0
3929,0,561,295,0
3930,0,561,295,0
3931,0,560,296,0
3932,0,562,294,0
3933,0,568,288,0
3934,0,570,286,0
3935,0,568,288,0
3936,0,568,288,0
3937,0,567,289,0
3938,0,569,287,0
3939,0,570,286,0
3940,0,569,287,0
3941,0,569,287,0
3942,0,566,289,0
3943,0,565,290,0
3944,0,567,288,0
3945,0,568,287,0
3946,0,568,287,0
3947,0,568,287,0
3948,0,569,286,0
3949,0,571,284,0
3950,0,569,286,0
3951,0,570,285,0
3952,0,571,284,0
3953,0,570,285,0
3954,0,571,284,0
3955,0,573,282,0
3956,0,572,283,0
3957,0,573,282,0
3958,0,573,282,0
3959,0,572,283,0
3960,0,572,283,0
3961,0,572,283,0
3962,0,571,284,0
3963,0,572,283,0
3964,0,570,285,0
3965,0,570,285,0
3966,0,568,287,0
3967,0,569,286,0
3968,0,569,286,0
3969,0,571,284,0
3970,0,570,285,0
3971,0,570,285,0
3972,0,571,284,0
3973,0,570,285,0
3974,0,569,286,0
3975,0,570,285,0
3976,0,570,285,0
3977,0,570,285,0
3978,0,570,285,0
3979,0,570,285,0
3980,0,569,285,0
3981,0,570,284,0
3982,0,569,285,0
3983,0,568,286,0
3984,0,568,286,0
3985,0,569,285,0
3986,0,570,284,0
3987,0,570,284,0
3988,0,568,286,0
3989,0,567,285,0
3990,0,565,287,0
3991,0,563,289,0
3992,0,562,290,0
3993,0,563,289,0
3994,0,561,291,0
3995,0,561,291,0
3996,0,562,290,0
3997,0,562,290,0
3998,0,562,290,0
3999,0,562,290,0
4000,0,561,291,0
4001,0,564,288,0
4002,0,563,289,0
4003,0,562,290,0
4004,0,563,289,0
4005,0,563,288,0
4006,0,564,287,0
4007,0,564,287,0
4008,0,563,288,0
4009,0,563,288,0
4010,0,562,289,0
4011,0,560,291,0
4012,0,560,291,0
4013,0,561,290,0
4014,0,560,291,0
4015,0,561,290,0
4016,0,559,292,0
4017,0,560,291,0
4018,0,560,290,0
4019,0,561,289,0
4020,0,559,291,0
4021,0,559,291,0
4022,0,558,292,0
4023,0,557,293,0
4024,0,556,294,0
4025,0,554,295,0
4026,0,552,297,0
4027,0,551,298,0
4028,0,552,297,0
4029,0,553,296,0
4030,0,554,295,0
4031,0,555,294,0
4032,0,555,294,0
4033,0,556,293,0
4034,0,557,292,0
4035,0,557,292,0
4036,0,557,292,0
4037,0,558,291,0
4038,0,557,292,0
4039,0,557,292,0
4040,0,557,292,0
4041,0,558,291,0
4042,0,557,292,0
4043,0,557,292,0
4044,0,556,293,0
4045,0,555,294,0
4046,0,554,295,0
4047,0,555,294,0
4048,0,556,293,0
4049,0,556,293,0
4050,0,557,292,0
4051,0,557,292,0
4052,0,557,292,0
4053,0,558,291,0
4054,0,558,291,0
4055,0,558,291,0
4056,0,559,290,0
4057,0,559,290,0
4058,0,561,288,0
4059,0,559,290,0
4060,0,559,290,0
4061,0,558,291,0
4062,0,560,289,0
4063,0,560,289,0
4064,0,559,290,0
4065,0,560,289,0
4066,0,561,288,0
4067,0,561,288,0
4068,0,561,288,0
4069,0,561,288,0
4070,0,561,288,0
4071,0,560,289,0
4072,0,561,288,0
4073,0,561,288,0
4074,0,559,290,0
4075,0,559,290,0
4076,0,559,290,0
4077,0,559,290,0
4078,0,560,289,0
4079,0,562,287,0
4080,0,562,287,0
4081,0,562,287,0
4082,0,562,287,0
4083,0,562,287,0
4084,0,563,286,0
4085,0,563,286,0
4086,0,563,286,0
4087,0,562,287,0
4088,0,562,287,0
4089,0,561,288,0
4090,0,560,289,0
4091,0,561,288,0
4092,0,562,287,0
4093,0,561,288,0
4094,0,559,290,0
4095,0,558,291,0
4096,0,558,291,0
4097,0,558,291,0
4098,0,559,290,0
4099,0,560,289,0
4100,0,560,289,0
4101,0,559,290,0
4102,0,555,294,0
4103,0,554,295,0
4104,0,553,296,0
4105,0,554,295,0
4106,0,554,295,0
4107,0,552,297,0
4108,0,553,296,0
4109,0,554,295,0
4110,0,555,294,0
4111,0,554,295,0
4112,0,554,295,0
4113,0,553,296,0
4114,0,552,297,0
4115,0,551,298,0
4116,0,552,297,0
4117,0,551,298,0
4118,0,552,297,0
4119,0,553,296,0
4120,0,552,297,0
4121,0,553,296,0
4122,0,554,295,0
4123,0,557,292,0
4124,0,555,294,0
4125,0,555,294,0
4126,0,557,292,0
4127,0,555,294,0
4128,0,554,295,0
4129,0,552,296,0
4130,0,556,292,0
4131,0,555,293,0
4132,0,554,294,0
4133,0,557,291,0
4134,0,559,289,0
4135,0,559,289,0
4136,0,559,289,0
4137,0,559,289,0
4138,0,562,286,0
4139,0,562,286,0
4140,0,564,284,0
4141,0,564,283,0
4142,0,564,283,0
4143,0,564,283,0
4144,0,563,284,0
4145,0,563,284,0
4146,0,563,284,0
4147,0,563,284,0
4148,0,566,281,0
4149,0,565,282,0
4150,0,566,281,0
4151,0,566,281,0
4152,0,567,280,0
4153,0,567,280,0
4154,0,569,278,0
4155,0,570,277,0
4156,0,570,277,0
4157,0,570,277,0
4158,0,569,278,0
4159,0,569,278,0
4160,0,569,278,0
4161,0,569,278,0
4162,0,570,277,0
4163,0,571,276,0
4164,0,571,276,0
4165,0,571,276,0
4166,0,570,277,0
4167,0,571,276,0
4168,0,573,274,0
4169,0,573,274,0
4170,0,574,273,0
4171,0,571,276,0
4172,0,570,277,0
4173,0,573,274,0
4174,0,574,273,0
4175,0,576,271,0
4176,0,575,271,0
4177,0,573,273,0
4178,0,573,273,0
4179,0,574,272,0
4180,0,573,273,0
4181,0,573,273,0
4182,0,572,274,0
4183,0,571,275,0
4184,0,571,275,0
4185,0,571,275,0
4186,0,570,276,0
4187,0,568,278,0
4188,0,568,278,0
4189,0,567,279,0
4190,0,567,279,0
4191,0,567,279,0
4192,0,567,279,0
4193,0,566,280,0
4194,0,563,283,0
4195,0,564,282,0
4196,0,565,281,0
4197,0,568,278,0
4198,0,568,278,0
4199,0,569,277,0
4200,0,568,278,0
4201,0,568,278,0
4202,0,569,277,0
4203,0,569,277,0
4204,0,569,277,0
4205,0,569,277,0
4206,0,570,276,0
4207,0,570,276,0
4208,0,572,274,0
4209,0,572,274,0
4210,0,571,275,0
4211,0,572,274,0
4212,0,571,274,0
4213,0,572,273,0
4214,0,572,273,0
4215,0,572,273,0
4216,0,570,275,0
4217,0,570,275,0
4218,0,570,275,0
4219,0,572,273,0
4220,0,572,273,0
4221,0,571,274,0
4222,0,573,272,0
4223,0,573,271,0
4224,0,574,270,0
4225,0,574,270,0
4226,0,574,270,0
4227,0,572,272,0
4228,0,571,273,0
4229,0,569,275,0
4230,0,570,274,0
4231,0,571,273,0
4232,0,572,272,0
4233,0,573,271,0
4234,0,573,271,0
4235,0,573,271,0
4236,0,572,272,0
4237,0,573,271,0
4238,0,572,272,0
4239,0,572,272,0
4240,0,572,272,0
4241,0,571,273,0
4242,0,570,274,0
4243,0,570,274,0
4244,0,571,273,0
4245,0,571,273,0
4246,0,569,275,0
4247,0,569,275,0
4248,0,568,276,0
4249,0,568,276,0
4250,0,569,275,0
4251,0,574,270,0
4252,0,573,271,0
4253,0,573,271,0
4254,0,572,272,0
4255,0,571,273,0
4256,0,572,272,0
4257,0,573,271,0
4258,0,572,272,0
4259,0,572,272,0
4260,0,573,271,0
4261,0,573,271,0
4262,0,573,271,0
4263,0,573,271,0
4264,0,571,273,0
4265,0,572,272,0
4266,0,573,271,0
4267,0,573,271,0
4268,0,574,270,0
4269,0,574,270,0
4270,0,570,274,0
4271,0,571,273,0
4272,0,572,272,0
4273,0,571,273,0
4274,0,571,273,0
4275,0,570,274,0
4276,0,569,275,0
4277,0,570,274,0
4278,0,571,273,0
4279,0,572,272,0
4280,0,573,271,0
4281,0,573,271,0
4282,0,573,271,0
4283,0,574,270,0
4284,0,574,270,0
4285,0,574,270,0
4286,0,573,271,0
4287,0,572,272,0
4288,0,571,273,0
4289,0,572,272,0
4290,0,571,273,0
4291,0,571,273,0
4292,0,571,272,0
4293,0,570,273,0
4294,0,570,273,0
4295,0,568,275,0
4296,0,567,275,0
4297,0,569,273,0
4298,0,569,273,0
4299,0,570,272,0
4300,0,569,273,0
4301,0,570,272,0
4302,0,572,270,0
4303,0,572,270,0
4304,0,571,271,0
4305,0,571,271,0
4306,0,569,273,0
4307,0,569,273,0
4308,0,568,274,0
4309,0,569,273,0
4310,0,568,274,0
4311,0,570,272,0
4312,0,570,272,0
4313,0,570,272,0
4314,0,572,270,0
4315,0,571,270,0
4316,0,569,272,0
4317,0,568,273,0
4318,0,568,273,0
4319,0,568,273,0
4320,0,566,275,0
4321,0,565,276,0
4322,0,566,275,0
4323,0,566,275,0
4324,0,567,274,0
4325,0,566,274,0
4326,0,567,273,0
4327,0,568,272,0
4328,0,569,271,0
4329,0,568,272,0
4330,0,567,273,0
4331,0,569,271,0
4332,0,569,271,0
4333,0,568,272,0
4334,0,569,271,0
4335,0,568,272,0
4336,0,566,274,0
4337,0,567,273,0
4338,0,567,273,0
4339,0,567,273,0
4340,0,565,275,0
4341,0,567,273,0
4342,0,569,271,0
4343,0,572,268,0
4344,0,572,268,0
4345,0,573,267,0
4346,0,574,266,0
4347,0,574,266,0
4348,0,574,266,0
4349,0,574,266,0
4350,0,574,266,0
4351,0,574,266,0
4352,0,575,265,0
4353,0,574,266,0
4354,0,575,265,0
4355,0,574,266,0
4356,0,575,265,0
4357,0,577,263,0
4358,0,577,263,0
4359,0,576,264,0
4360,0,576,264,0
4361,0,575,265,0
4362,0,577,263,0
4363,0,577,263,0
4364,0,578,262,0
4365,0,579,261,0
4366,0,580,260,0
4367,0,578,262,0
4368,0,578,262,0
4369,0,577,263,0
4370,0,575,265,0
4371,0,576,264,0
4372,0,574,266,0
4373,0,575,265,0
4374,0,575,265,0
4375,0,576,264,0
4376,0,576,264,0
4377,0,578,262,0
4378,0,578,262,0
4379,0,577,263,0
4380,0,578,262,0
4381,0,577,263,0
4382,0,577,263,0
4383,0,576,264,0
4384,0,575,265,0
4385,0,577,263,0
4386,0,577,263,0
4387,0,579,261,0
4388,0,576,264,0
4389,0,576,264,0
4390,0,576,264,0
4391,0,575,265,0
4392,0,578,262,0
4393,0,577,263,0
4394,0,577,263,0
4395,0,576,264,0
4396,0,577,263,0
4397,0,576,263,0
4398,0,576,263,0
4399,0,573,266,0
4400,0,573,266,0
4401,0,571,267,0
4402,0,570,268,0
4403,0,570,268,0
4404,0,568,269,0
4405,0,568,269,0
4406,0,567,270,0
4407,0,566,271,0
4408,0,564,273,0
4409,0,564,273,0
4410,0,564,273,0
4411,0,564,273,0
4412,0,564,273,0
4413,0,562,275,0
4414,0,560,276,0
4415,0,562,274,0
4416,0,562,274,0
4417,0,560,275,0
4418,0,559,276,0
4419,0,559,276,0
4420,0,558,277,0
4421,0,558,277,0
4422,0,555,280,0
4423,0,556,279,0
4424,0,556,279,0
4425,0,556,279,0
4426,0,556,279,0
4427,0,558,277,0
4428,0,556,279,0
4429,0,555,280,0
4430,0,557,278,0
4431,0,558,277,0
4432,0,557,278,0
4433,0,558,277,0
4434,0,558,277,0
4435,0,558,277,0
4436,0,559,276,0
4437,0,558,277,0
4438,0,558,277,0
4439,0,558,277,0
4440,0,558,277,0
